Relative_Compactness,Wall_Area,Roof_Area,Heating_Load,Cooling_Load,Ori_3,Ori_4,Ori_5,GA_0.1,GA_0.25,GA_0.4,GD_1,GD_2,GD_3,GD_4,GD_5
0.79,343.0,147.0,41.26,46.44,False,False,False,False,False,True,False,False,True,False,False
0.79,343.0,147.0,41.3,44.18,True,False,False,False,False,True,False,False,True,False,False
0.79,343.0,147.0,42.49,38.81,False,True,False,False,False,True,False,False,True,False,False
0.79,343.0,147.0,42.08,38.23,False,False,True,False,False,True,False,False,True,False,False
0.76,416.5,122.5,39.32,38.17,False,False,False,False,False,True,False,False,True,False,False
0.76,416.5,122.5,39.84,38.48,True,False,False,False,False,True,False,False,True,False,False
0.76,416.5,122.5,38.89,39.66,False,True,False,False,False,True,False,False,True,False,False
0.76,416.5,122.5,39.68,40.1,False,False,True,False,False,True,False,False,True,False,False
0.98,294.0,110.25,32.85,32.95,False,False,False,False,False,True,False,False,False,True,False
0.98,294.0,110.25,32.67,33.06,True,False,False,False,False,True,False,False,False,True,False
0.98,294.0,110.25,32.21,33.95,False,True,False,False,False,True,False,False,False,True,False
0.98,294.0,110.25,32.74,33.88,False,False,True,False,False,True,False,False,False,True,False
0.9,318.5,122.5,36.45,33.98,False,False,False,False,False,True,False,False,False,True,False
0.9,318.5,122.5,35.73,39.92,True,False,False,False,False,True,False,False,False,True,False
0.9,318.5,122.5,35.4,39.22,False,True,False,False,False,True,False,False,False,True,False
0.9,318.5,122.5,36.57,36.1,False,False,True,False,False,True,False,False,False,True,False
0.86,294.0,147.0,32.38,31.53,False,False,False,False,False,True,False,False,False,True,False
0.86,294.0,147.0,31.66,36.2,True,False,False,False,False,True,False,False,False,True,False
0.86,294.0,147.0,32.15,36.21,False,True,False,False,False,True,False,False,False,True,False
0.86,294.0,147.0,32.75,31.0,False,False,True,False,False,True,False,False,False,True,False
0.82,318.5,147.0,28.93,28.2,False,False,False,False,False,True,False,False,False,True,False
0.82,318.5,147.0,28.05,32.35,True,False,False,False,False,True,False,False,False,True,False
0.82,318.5,147.0,28.64,31.14,False,True,False,False,False,True,False,False,False,True,False
0.82,318.5,147.0,29.52,28.43,False,False,True,False,False,True,False,False,False,True,False
0.79,343.0,147.0,42.77,38.33,False,False,False,False,False,True,False,False,False,True,False
0.79,343.0,147.0,41.73,47.59,True,False,False,False,False,True,False,False,False,True,False
0.79,343.0,147.0,41.32,46.23,False,True,False,False,False,True,False,False,False,True,False
0.79,343.0,147.0,42.96,39.56,False,False,True,False,False,True,False,False,False,True,False
0.76,416.5,122.5,40.68,40.36,False,False,False,False,False,True,False,False,False,True,False
0.76,416.5,122.5,40.4,39.67,True,False,False,False,False,True,False,False,False,True,False
0.76,416.5,122.5,40.6,39.85,False,True,False,False,False,True,False,False,False,True,False
0.76,416.5,122.5,40.11,40.77,False,False,True,False,False,True,False,False,False,True,False
0.98,294.0,110.25,32.84,32.88,False,False,False,False,False,True,False,False,False,False,True
0.98,294.0,110.25,32.72,33.23,True,False,False,False,False,True,False,False,False,False,True
0.98,294.0,110.25,32.21,33.76,False,True,False,False,False,True,False,False,False,False,True
0.98,294.0,110.25,32.73,34.01,False,False,True,False,False,True,False,False,False,False,True
0.9,318.5,122.5,35.67,33.94,False,False,False,False,False,True,False,False,False,False,True
0.9,318.5,122.5,35.01,33.14,True,False,False,False,False,True,False,False,False,False,True
0.9,318.5,122.5,34.72,38.79,False,True,False,False,False,True,False,False,False,False,True
0.9,318.5,122.5,35.24,37.27,False,False,True,False,False,True,False,False,False,False,True
0.86,294.0,147.0,32.31,29.69,False,False,False,False,False,True,False,False,False,False,True
0.86,294.0,147.0,31.81,31.2,True,False,False,False,False,True,False,False,False,False,True
0.86,294.0,147.0,31.12,36.26,False,True,False,False,False,True,False,False,False,False,True
0.86,294.0,147.0,32.06,35.71,False,False,True,False,False,True,False,False,False,False,True
0.82,318.5,147.0,30.0,29.93,False,False,False,False,False,True,False,False,False,False,True
0.82,318.5,147.0,29.5,29.56,True,False,False,False,False,True,False,False,False,False,True
0.82,318.5,147.0,29.06,33.84,False,True,False,False,False,True,False,False,False,False,True
0.82,318.5,147.0,29.92,32.54,False,False,True,False,False,True,False,False,False,False,True
0.79,343.0,147.0,42.11,38.56,False,False,False,False,False,True,False,False,False,False,True
0.79,343.0,147.0,41.96,37.7,True,False,False,False,False,True,False,False,False,False,True
0.79,343.0,147.0,41.09,47.01,False,True,False,False,False,True,False,False,False,False,True
0.79,343.0,147.0,40.79,44.87,False,False,True,False,False,True,False,False,False,False,True
0.76,416.5,122.5,38.82,39.37,False,False,False,False,False,True,False,False,False,False,True
0.76,416.5,122.5,39.72,39.8,True,False,False,False,False,True,False,False,False,False,True
0.76,416.5,122.5,39.31,37.79,False,True,False,False,False,True,False,False,False,False,True
0.76,416.5,122.5,39.86,38.18,False,False,True,False,False,True,False,False,False,False,True
