Relative_Compactness,Wall_Area,Roof_Area,Heating_Load,Cooling_Load,Ori_3,Ori_4,Ori_5,GA_0.1,GA_0.25,GA_0.4,GD_1,GD_2,GD_3,GD_4,GD_5,H_7.0
0.74,245.0,220.5,12.5,15.5,True,False,False,False,True,False,True,False,False,False,False,False
0.74,245.0,220.5,12.41,15.28,False,True,False,False,True,False,True,False,False,False,False,False
0.74,245.0,220.5,12.45,15.5,False,False,True,False,True,False,True,False,False,False,False,False
0.71,269.5,220.5,12.57,15.42,False,False,False,False,True,False,True,False,False,False,False,False
0.71,269.5,220.5,12.65,15.85,True,False,False,False,True,False,True,False,False,False,False,False
0.71,269.5,220.5,12.57,15.44,False,True,False,False,True,False,True,False,False,False,False,False
0.71,269.5,220.5,12.63,15.81,False,False,True,False,True,False,True,False,False,False,False,False
0.69,294.0,220.5,12.78,15.21,False,False,False,False,True,False,True,False,False,False,False,False
0.69,294.0,220.5,12.93,15.63,True,False,False,False,True,False,True,False,False,False,False,False
0.69,294.0,220.5,12.73,15.48,False,True,False,False,True,False,True,False,False,False,False,False
0.69,294.0,220.5,12.72,15.78,False,False,True,False,True,False,True,False,False,False,False,False
0.66,318.5,220.5,13.17,16.39,False,False,False,False,True,False,True,False,False,False,False,False
0.66,318.5,220.5,13.18,16.27,True,False,False,False,True,False,True,False,False,False,False,False
0.66,318.5,220.5,13.17,16.39,False,True,False,False,True,False,True,False,False,False,False,False
0.66,318.5,220.5,13.18,16.19,False,False,True,False,True,False,True,False,False,False,False,False
0.64,343.0,220.5,17.5,21.13,False,False,False,False,True,False,True,False,False,False,False,False
0.64,343.0,220.5,17.35,21.19,True,False,False,False,True,False,True,False,False,False,False,False
0.64,343.0,220.5,17.52,21.09,False,True,False,False,True,False,True,False,False,False,False,False
0.64,343.0,220.5,17.37,21.08,False,False,True,False,True,False,True,False,False,False,False,False
0.62,367.5,220.5,15.09,15.77,False,False,False,False,True,False,True,False,False,False,False,False
0.62,367.5,220.5,15.12,15.95,True,False,False,False,True,False,True,False,False,False,False,False
0.62,367.5,220.5,15.08,15.77,False,True,False,False,True,False,True,False,False,False,False,False
0.62,367.5,220.5,15.16,15.76,False,False,True,False,True,False,True,False,False,False,False,False
0.98,294.0,110.25,28.67,29.62,False,False,False,False,True,False,False,True,False,False,False,True
0.98,294.0,110.25,28.57,29.69,True,False,False,False,True,False,False,True,False,False,False,True
0.98,294.0,110.25,28.18,30.18,False,True,False,False,True,False,False,True,False,False,False,True
0.98,294.0,110.25,28.6,30.02,False,False,True,False,True,False,False,True,False,False,False,True
0.9,318.5,122.5,32.46,35.56,False,False,False,False,True,False,False,True,False,False,False,True
0.9,318.5,122.5,33.27,32.64,True,False,False,False,True,False,False,True,False,False,False,True
0.9,318.5,122.5,32.33,32.77,False,True,False,False,True,False,False,True,False,False,False,True
0.9,318.5,122.5,31.66,37.72,False,False,True,False,True,False,False,True,False,False,False,True
0.86,294.0,147.0,29.34,33.37,False,False,False,False,True,False,False,True,False,False,False,True
0.86,294.0,147.0,29.87,27.89,True,False,False,False,True,False,False,True,False,False,False,True
0.86,294.0,147.0,29.27,29.9,False,True,False,False,True,False,False,True,False,False,False,True
0.86,294.0,147.0,28.4,34.52,False,False,True,False,True,False,False,True,False,False,False,True
0.82,318.5,147.0,25.74,28.27,False,False,False,False,True,False,False,True,False,False,False,True
0.82,318.5,147.0,25.98,26.96,True,False,False,False,True,False,False,True,False,False,False,True
0.82,318.5,147.0,25.38,26.72,False,True,False,False,True,False,False,True,False,False,False,True
0.82,318.5,147.0,24.94,29.88,False,False,True,False,True,False,False,True,False,False,False,True
0.79,343.0,147.0,38.57,43.86,False,False,False,False,True,False,False,True,False,False,False,True
0.79,343.0,147.0,40.19,37.41,True,False,False,False,True,False,False,True,False,False,False,True
0.79,343.0,147.0,39.97,36.77,False,True,False,False,True,False,False,True,False,False,False,True
0.79,343.0,147.0,38.98,45.97,False,False,True,False,True,False,False,True,False,False,False,True
0.76,416.5,122.5,36.95,36.87,False,False,False,False,True,False,False,True,False,False,False,True
0.76,416.5,122.5,36.28,37.35,True,False,False,False,True,False,False,True,False,False,False,True
0.76,416.5,122.5,36.86,37.28,False,True,False,False,True,False,False,True,False,False,False,True
0.76,416.5,122.5,36.45,36.81,False,False,True,False,True,False,False,True,False,False,False,True
0.74,245.0,220.5,12.35,14.73,False,False,False,False,True,False,False,True,False,False,False,False
0.74,245.0,220.5,12.45,15.1,True,False,False,False,True,False,False,True,False,False,False,False
0.74,245.0,220.5,12.16,15.18,False,True,False,False,True,False,False,True,False,False,False,False
0.74,245.0,220.5,12.3,15.44,False,False,True,False,True,False,False,True,False,False,False,False
0.71,269.5,220.5,12.33,14.91,False,False,False,False,True,False,False,True,False,False,False,False
0.71,269.5,220.5,12.29,15.4,True,False,False,False,True,False,False,True,False,False,False,False
0.71,269.5,220.5,12.2,14.94,False,True,False,False,True,False,False,True,False,False,False,False
0.71,269.5,220.5,12.49,15.32,False,False,True,False,True,False,False,True,False,False,False,False
0.69,294.0,220.5,12.85,15.52,False,False,False,False,True,False,False,True,False,False,False,False
0.69,294.0,220.5,12.87,15.85,True,False,False,False,True,False,False,True,False,False,False,False
0.69,294.0,220.5,12.73,15.66,False,True,False,False,True,False,False,True,False,False,False,False
0.69,294.0,220.5,12.95,15.99,False,False,True,False,True,False,False,True,False,False,False,False
0.66,318.5,220.5,13.05,15.89,False,False,False,False,True,False,False,True,False,False,False,False
0.66,318.5,220.5,12.93,15.85,True,False,False,False,True,False,False,True,False,False,False,False
0.66,318.5,220.5,12.77,16.22,False,True,False,False,True,False,False,True,False,False,False,False
0.66,318.5,220.5,13.0,15.87,False,False,True,False,True,False,False,True,False,False,False,False
0.64,343.0,220.5,17.14,20.47,False,False,False,False,True,False,False,True,False,False,False,False
0.64,343.0,220.5,16.84,20.56,True,False,False,False,True,False,False,True,False,False,False,False
0.64,343.0,220.5,17.02,20.48,False,True,False,False,True,False,False,True,False,False,False,False
0.64,343.0,220.5,17.11,20.43,False,False,True,False,True,False,False,True,False,False,False,False
0.62,367.5,220.5,14.34,15.32,False,False,False,False,True,False,False,True,False,False,False,False
0.62,367.5,220.5,14.66,15.64,True,False,False,False,True,False,False,True,False,False,False,False
0.62,367.5,220.5,14.6,15.14,False,True,False,False,True,False,False,True,False,False,False,False
0.62,367.5,220.5,14.6,15.3,False,False,True,False,True,False,False,True,False,False,False,False
0.98,294.0,110.25,28.67,29.43,False,False,False,False,True,False,False,False,True,False,False,True
0.98,294.0,110.25,28.56,29.78,True,False,False,False,True,False,False,False,True,False,False,True
0.98,294.0,110.25,28.17,30.1,False,True,False,False,True,False,False,False,True,False,False,True
0.98,294.0,110.25,28.63,30.19,False,False,True,False,True,False,False,False,True,False,False,True
0.9,318.5,122.5,31.63,36.35,False,False,False,False,True,False,False,False,True,False,False,True
0.9,318.5,122.5,32.4,35.1,True,False,False,False,True,False,False,False,True,False,False,True
0.9,318.5,122.5,32.68,32.83,False,True,False,False,True,False,False,False,True,False,False,True
0.9,318.5,122.5,32.29,32.46,False,False,True,False,True,False,False,False,True,False,False,True
0.86,294.0,147.0,28.4,33.52,False,False,False,False,True,False,False,False,True,False,False,True
0.86,294.0,147.0,29.4,32.93,True,False,False,False,True,False,False,False,True,False,False,True
0.86,294.0,147.0,29.43,28.38,False,True,False,False,True,False,False,False,True,False,False,True
0.86,294.0,147.0,29.07,29.82,False,False,True,False,True,False,False,False,True,False,False,True
0.82,318.5,147.0,24.7,28.77,False,False,False,False,True,False,False,False,True,False,False,True
0.82,318.5,147.0,25.48,27.76,True,False,False,False,True,False,False,False,True,False,False,True
0.82,318.5,147.0,25.37,26.95,False,True,False,False,True,False,False,False,True,False,False,True
0.82,318.5,147.0,25.17,26.41,False,False,True,False,True,False,False,False,True,False,False,True
0.79,343.0,147.0,39.04,45.13,False,False,False,False,True,False,False,False,True,False,False,True
0.79,343.0,147.0,38.35,43.66,True,False,False,False,True,False,False,False,True,False,False,True
0.79,343.0,147.0,39.81,37.76,False,True,False,False,True,False,False,False,True,False,False,True
0.79,343.0,147.0,39.83,36.87,False,False,True,False,True,False,False,False,True,False,False,True
0.76,416.5,122.5,35.99,36.07,False,False,False,False,True,False,False,False,True,False,False,True
0.76,416.5,122.5,36.59,36.44,True,False,False,False,True,False,False,False,True,False,False,True
0.76,416.5,122.5,35.64,37.28,False,True,False,False,True,False,False,False,True,False,False,True
0.76,416.5,122.5,36.52,37.29,False,False,True,False,True,False,False,False,True,False,False,True
0.74,245.0,220.5,11.8,14.49,False,False,False,False,True,False,False,False,True,False,False,False
0.74,245.0,220.5,12.03,13.79,True,False,False,False,True,False,False,False,True,False,False,False
0.74,245.0,220.5,11.98,14.72,False,True,False,False,True,False,False,False,True,False,False,False
0.74,245.0,220.5,11.69,14.76,False,False,True,False,True,False,False,False,True,False,False,False
0.71,269.5,220.5,12.41,14.92,False,False,False,False,True,False,False,False,True,False,False,False
0.71,269.5,220.5,12.28,14.74,True,False,False,False,True,False,False,False,True,False,False,False
0.71,269.5,220.5,12.1,15.57,False,True,False,False,True,False,False,False,True,False,False,False
0.71,269.5,220.5,12.19,14.94,False,False,True,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,12.34,14.92,False,False,False,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,12.46,14.38,True,False,False,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,12.31,15.44,False,True,False,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,12.12,15.17,False,False,True,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,12.97,15.53,False,False,False,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,13.01,15.8,True,False,False,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,12.74,16.14,False,True,False,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,12.84,16.26,False,False,True,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,16.83,19.87,False,False,False,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,16.93,20.03,True,False,False,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,16.66,20.46,False,True,False,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,16.86,20.28,False,False,True,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,13.91,14.89,False,False,False,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,14.34,14.96,True,False,False,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,13.95,14.89,False,True,False,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,13.99,14.35,False,False,True,False,True,False,False,False,True,False,False,False
0.98,294.0,110.25,28.7,29.61,False,False,False,False,True,False,False,False,False,True,False,True
0.98,294.0,110.25,28.55,29.59,True,False,False,False,True,False,False,False,False,True,False,True
0.98,294.0,110.25,28.15,30.19,False,True,False,False,True,False,False,False,False,True,False,True
0.98,294.0,110.25,28.62,30.12,False,False,True,False,True,False,False,False,False,True,False,True
0.9,318.5,122.5,32.67,32.12,False,False,False,False,True,False,False,False,False,True,False,True
0.9,318.5,122.5,31.69,37.12,True,False,False,False,True,False,False,False,False,True,False,True
0.9,318.5,122.5,32.07,36.16,False,True,False,False,True,False,False,False,False,True,False,True
0.9,318.5,122.5,33.28,33.16,False,False,True,False,True,False,False,False,False,True,False,True
0.86,294.0,147.0,29.47,29.45,False,False,False,False,True,False,False,False,False,True,False,True
0.86,294.0,147.0,28.42,34.19,True,False,False,False,True,False,False,False,False,True,False,True
0.86,294.0,147.0,29.08,33.93,False,True,False,False,True,False,False,False,False,True,False,True
0.86,294.0,147.0,29.88,28.31,False,False,True,False,True,False,False,False,False,True,False,True
0.82,318.5,147.0,25.66,26.3,False,False,False,False,True,False,False,False,False,True,False,True
0.82,318.5,147.0,24.96,29.43,True,False,False,False,True,False,False,False,False,True,False,True
0.82,318.5,147.0,25.43,28.76,False,True,False,False,True,False,False,False,False,True,False,True
0.82,318.5,147.0,26.0,27.34,False,False,True,False,True,False,False,False,False,True,False,True
0.79,343.0,147.0,40.0,36.26,False,False,False,False,True,False,False,False,False,True,False,True
0.79,343.0,147.0,38.84,45.48,True,False,False,False,True,False,False,False,False,True,False,True
0.79,343.0,147.0,38.33,44.16,False,True,False,False,True,False,False,False,False,True,False,True
0.79,343.0,147.0,40.12,37.26,False,False,True,False,True,False,False,False,False,True,False,True
0.76,416.5,122.5,36.95,37.2,False,False,False,False,True,False,False,False,False,True,False,True
0.76,416.5,122.5,36.45,36.76,True,False,False,False,True,False,False,False,False,True,False,True
0.76,416.5,122.5,36.81,37.05,False,True,False,False,True,False,False,False,False,True,False,True
0.76,416.5,122.5,36.26,37.51,False,False,True,False,True,False,False,False,False,True,False,True
0.74,245.0,220.5,12.32,14.92,False,False,False,False,True,False,False,False,False,True,False,False
0.74,245.0,220.5,12.3,15.24,True,False,False,False,True,False,False,False,False,True,False,False
0.74,245.0,220.5,12.18,15.03,False,True,False,False,True,False,False,False,False,True,False,False
0.74,245.0,220.5,12.43,15.35,False,False,True,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,12.36,14.67,False,False,False,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,12.49,15.09,True,False,False,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,12.17,15.2,False,True,False,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,12.28,15.64,False,False,True,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,12.91,15.37,False,False,False,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,12.95,15.73,True,False,False,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,12.67,15.83,False,True,False,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,12.86,16.13,False,False,True,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,12.95,15.95,False,False,False,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,13.0,15.59,True,False,False,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,12.86,16.17,False,True,False,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,12.92,16.14,False,False,True,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,16.99,19.65,False,False,False,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,16.69,19.76,True,False,False,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,16.56,20.37,False,True,False,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,16.62,19.9,False,False,True,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,14.33,15.41,False,False,False,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,14.61,15.56,True,False,False,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,14.61,15.07,False,True,False,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,14.65,15.38,False,False,True,False,True,False,False,False,False,True,False,False
0.98,294.0,110.25,28.69,29.53,False,False,False,False,True,False,False,False,False,False,True,True
0.98,294.0,110.25,28.58,29.77,True,False,False,False,True,False,False,False,False,False,True,True
0.98,294.0,110.25,28.15,30.0,False,True,False,False,True,False,False,False,False,False,True,True
0.98,294.0,110.25,28.61,30.2,False,False,True,False,True,False,False,False,False,False,True,True
0.9,318.5,122.5,33.13,32.25,False,False,False,False,True,False,False,False,False,False,True,True
0.9,318.5,122.5,32.31,32.0,True,False,False,False,True,False,False,False,False,False,True,True
0.9,318.5,122.5,31.53,37.19,False,True,False,False,True,False,False,False,False,False,True,True
0.9,318.5,122.5,32.46,35.62,False,False,True,False,True,False,False,False,False,False,True,True
0.86,294.0,147.0,29.71,28.02,False,False,False,False,True,False,False,False,False,False,True,True
0.86,294.0,147.0,29.09,29.43,True,False,False,False,True,False,False,False,False,False,True,True
0.86,294.0,147.0,28.31,34.15,False,True,False,False,True,False,False,False,False,False,True,True
0.86,294.0,147.0,29.39,33.47,False,False,True,False,True,False,False,False,False,False,True,True
0.82,318.5,147.0,25.7,26.53,False,False,False,False,True,False,False,False,False,False,True,True
0.82,318.5,147.0,25.17,26.08,True,False,False,False,True,False,False,False,False,False,True,True
0.82,318.5,147.0,24.6,29.31,False,True,False,False,True,False,False,False,False,False,True,True
0.82,318.5,147.0,25.49,28.14,False,False,True,False,True,False,False,False,False,False,True,True
0.79,343.0,147.0,39.89,37.54,False,False,False,False,True,False,False,False,False,False,True,True
0.79,343.0,147.0,39.83,36.66,True,False,False,False,True,False,False,False,False,False,True,True
0.79,343.0,147.0,39.01,45.28,False,True,False,False,True,False,False,False,False,False,True,True
0.79,343.0,147.0,38.65,43.73,False,False,True,False,True,False,False,False,False,False,True,True
0.76,416.5,122.5,35.69,36.93,False,False,False,False,True,False,False,False,False,False,True,True
0.76,416.5,122.5,36.64,37.01,True,False,False,False,True,False,False,False,False,False,True,True
0.76,416.5,122.5,36.06,35.73,False,True,False,False,True,False,False,False,False,False,True,True
0.76,416.5,122.5,36.7,36.15,False,False,True,False,True,False,False,False,False,False,True,True
0.74,245.0,220.5,12.12,14.48,False,False,False,False,True,False,False,False,False,False,True,False
0.74,245.0,220.5,11.67,14.58,True,False,False,False,True,False,False,False,False,False,True,False
0.74,245.0,220.5,11.64,14.81,False,True,False,False,True,False,False,False,False,False,True,False
0.74,245.0,220.5,12.02,14.03,False,False,True,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,12.27,15.27,False,False,False,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,12.19,14.71,True,False,False,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,12.25,15.23,False,True,False,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,12.27,14.97,False,False,True,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,12.47,15.14,False,False,False,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,12.12,14.97,True,False,False,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,12.18,15.22,False,True,False,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,12.47,14.6,False,False,True,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,12.93,15.83,False,False,False,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,12.82,16.03,True,False,False,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,12.78,15.8,False,True,False,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,13.02,16.06,False,False,True,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,16.73,20.13,False,False,False,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,16.86,20.01,True,False,False,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,16.76,20.19,False,True,False,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,16.92,20.29,False,False,True,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,13.68,15.19,False,False,False,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,13.99,14.61,True,False,False,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,14.16,14.61,False,True,False,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,13.86,14.75,False,False,True,False,True,False,False,False,False,False,True,False
0.98,294.0,110.25,32.26,33.37,False,False,False,False,False,True,True,False,False,False,False,True
0.98,294.0,110.25,32.26,33.34,True,False,False,False,False,True,True,False,False,False,False,True
0.98,294.0,110.25,32.49,32.83,False,True,False,False,False,True,True,False,False,False,False,True
0.98,294.0,110.25,32.53,33.04,False,False,True,False,False,True,True,False,False,False,False,True
0.9,318.5,122.5,36.47,39.28,False,False,False,False,False,True,True,False,False,False,False,True
0.9,318.5,122.5,37.24,36.38,True,False,False,False,False,True,True,False,False,False,False,True
0.9,318.5,122.5,36.66,35.92,False,True,False,False,False,True,True,False,False,False,False,True
0.9,318.5,122.5,35.96,40.99,False,False,True,False,False,True,True,False,False,False,False,True
0.86,294.0,147.0,31.89,35.99,False,False,False,False,False,True,True,False,False,False,False,True
0.86,294.0,147.0,32.39,30.66,True,False,False,False,False,True,True,False,False,False,False,True
0.86,294.0,147.0,32.09,31.7,False,True,False,False,False,True,True,False,False,False,False,True
0.86,294.0,147.0,31.29,36.73,False,False,True,False,False,True,True,False,False,False,False,True
0.82,318.5,147.0,29.22,31.71,False,False,False,False,False,True,True,False,False,False,False,True
0.82,318.5,147.0,29.91,29.13,True,False,False,False,False,True,True,False,False,False,False,True
0.82,318.5,147.0,29.53,28.99,False,True,False,False,False,True,True,False,False,False,False,True
0.82,318.5,147.0,28.65,33.54,False,False,True,False,False,True,True,False,False,False,False,True
0.79,343.0,147.0,41.4,45.29,False,False,False,False,False,True,True,False,False,False,False,True
0.79,343.0,147.0,42.62,39.07,True,False,False,False,False,True,True,False,False,False,False,True
0.79,343.0,147.0,42.5,38.35,False,True,False,False,False,True,True,False,False,False,False,True
0.79,343.0,147.0,41.67,46.94,False,False,True,False,False,True,True,False,False,False,False,True
0.76,416.5,122.5,40.78,39.55,False,False,False,False,False,True,True,False,False,False,False,True
0.76,416.5,122.5,39.97,40.85,True,False,False,False,False,True,True,False,False,False,False,True
0.76,416.5,122.5,40.71,40.63,False,True,False,False,False,True,True,False,False,False,False,True
0.76,416.5,122.5,40.43,39.48,False,False,True,False,False,True,True,False,False,False,False,True
0.74,245.0,220.5,14.52,16.94,False,False,False,False,False,True,True,False,False,False,False,False
0.74,245.0,220.5,14.61,17.25,True,False,False,False,False,True,True,False,False,False,False,False
0.74,245.0,220.5,14.5,17.03,False,True,False,False,False,True,True,False,False,False,False,False
0.74,245.0,220.5,14.55,17.25,False,False,True,False,False,True,True,False,False,False,False,False
0.71,269.5,220.5,14.51,17.1,False,False,False,False,False,True,True,False,False,False,False,False
0.71,269.5,220.5,14.6,17.51,True,False,False,False,False,True,True,False,False,False,False,False
0.71,269.5,220.5,14.5,17.12,False,True,False,False,False,True,True,False,False,False,False,False
0.71,269.5,220.5,14.58,17.47,False,False,True,False,False,True,True,False,False,False,False,False
0.69,294.0,220.5,14.51,16.5,False,False,False,False,False,True,True,False,False,False,False,False
0.69,294.0,220.5,14.7,17.0,True,False,False,False,False,True,True,False,False,False,False,False
0.69,294.0,220.5,14.42,16.87,False,True,False,False,False,True,True,False,False,False,False,False
0.69,294.0,220.5,14.42,17.2,False,False,True,False,False,True,True,False,False,False,False,False
0.66,318.5,220.5,15.23,18.14,False,False,False,False,False,True,True,False,False,False,False,False
0.66,318.5,220.5,15.23,18.03,True,False,False,False,False,True,True,False,False,False,False,False
0.66,318.5,220.5,15.23,18.14,False,True,False,False,False,True,True,False,False,False,False,False
0.66,318.5,220.5,15.23,17.95,False,False,True,False,False,True,True,False,False,False,False,False
0.64,343.0,220.5,19.52,22.72,False,False,False,False,False,True,True,False,False,False,False,False
0.64,343.0,220.5,19.36,22.73,True,False,False,False,False,True,True,False,False,False,False,False
0.64,343.0,220.5,19.48,22.72,False,True,False,False,False,True,True,False,False,False,False,False
0.64,343.0,220.5,19.42,22.53,False,False,True,False,False,True,True,False,False,False,False,False
0.62,367.5,220.5,15.09,17.2,False,False,False,False,False,True,True,False,False,False,False,False
0.62,367.5,220.5,17.17,17.21,True,False,False,False,False,True,True,False,False,False,False,False
0.62,367.5,220.5,17.14,17.15,False,True,False,False,False,True,True,False,False,False,False,False
0.62,367.5,220.5,17.14,17.2,False,False,True,False,False,True,True,False,False,False,False,False
0.98,294.0,110.25,32.82,32.96,False,False,False,False,False,True,False,True,False,False,False,True
0.98,294.0,110.25,32.71,33.13,True,False,False,False,False,True,False,True,False,False,False,True
0.98,294.0,110.25,32.24,33.94,False,True,False,False,False,True,False,True,False,False,False,True
0.98,294.0,110.25,32.72,33.78,False,False,True,False,False,True,False,True,False,False,False,True
0.9,318.5,122.5,35.84,38.35,False,False,False,False,False,True,False,True,False,False,False,True
0.9,318.5,122.5,36.57,35.39,True,False,False,False,False,True,False,True,False,False,False,True
0.9,318.5,122.5,36.06,34.94,False,True,False,False,False,True,False,True,False,False,False,True
0.9,318.5,122.5,35.69,40.66,False,False,True,False,False,True,False,True,False,False,False,True
0.86,294.0,147.0,32.48,35.48,False,False,False,False,False,True,False,True,False,False,False,True
0.86,294.0,147.0,32.74,30.53,True,False,False,False,False,True,False,True,False,False,False,True
0.86,294.0,147.0,32.13,32.28,False,True,False,False,False,True,False,True,False,False,False,True
0.86,294.0,147.0,31.64,36.86,False,False,True,False,False,True,False,True,False,False,False,True
0.82,318.5,147.0,28.95,30.34,False,False,False,False,False,True,False,True,False,False,False,True
0.82,318.5,147.0,29.49,27.93,True,False,False,False,False,True,False,True,False,False,False,True
0.82,318.5,147.0,28.64,28.95,False,True,False,False,False,True,False,True,False,False,False,True
0.82,318.5,147.0,28.01,32.92,False,False,True,False,False,True,False,True,False,False,False,True
0.79,343.0,147.0,41.64,45.59,False,False,False,False,False,True,False,True,False,False,False,True
0.79,343.0,147.0,43.1,39.41,True,False,False,False,False,True,False,True,False,False,False,True
0.79,343.0,147.0,42.74,38.84,False,True,False,False,False,True,False,True,False,False,False,True
0.79,343.0,147.0,41.92,48.03,False,False,True,False,False,True,False,True,False,False,False,True
0.76,416.5,122.5,40.78,39.48,False,False,False,False,False,True,False,True,False,False,False,True
0.76,416.5,122.5,40.15,40.4,True,False,False,False,False,True,False,True,False,False,False,True
0.76,416.5,122.5,40.57,40.47,False,True,False,False,False,True,False,True,False,False,False,True
0.76,416.5,122.5,40.42,39.7,False,False,True,False,False,True,False,True,False,False,False,True
0.74,245.0,220.5,14.54,16.43,False,False,False,False,False,True,False,True,False,False,False,False
0.74,245.0,220.5,14.45,16.93,True,False,False,False,False,True,False,True,False,False,False,False
0.74,245.0,220.5,14.18,16.99,False,True,False,False,False,True,False,True,False,False,False,False
0.74,245.0,220.5,14.5,17.03,False,False,True,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,14.7,16.77,False,False,False,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,14.66,17.37,True,False,False,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,14.4,17.27,False,True,False,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,14.71,17.51,False,False,True,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,14.75,16.44,False,False,False,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,14.71,17.01,True,False,False,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,14.33,17.23,False,True,False,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,14.62,17.22,False,False,True,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,15.34,17.85,False,False,False,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,15.29,17.89,True,False,False,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,15.09,18.36,False,True,False,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,15.3,18.15,False,False,True,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,19.2,21.72,False,False,False,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,18.88,22.07,True,False,False,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,18.9,22.09,False,True,False,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,19.12,21.93,False,False,True,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,16.76,17.36,False,False,False,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,17.23,17.38,True,False,False,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,17.26,16.86,False,True,False,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,17.15,16.99,False,False,True,False,False,True,False,True,False,False,False,False
0.98,294.0,110.25,32.82,32.78,False,False,False,False,False,True,False,False,True,False,False,True
0.98,294.0,110.25,32.69,33.24,True,False,False,False,False,True,False,False,True,False,False,True
0.98,294.0,110.25,32.23,33.86,False,True,False,False,False,True,False,False,True,False,False,True
0.98,294.0,110.25,32.75,34.0,False,False,True,False,False,True,False,False,True,False,False,True
