Relative_Compactness,Wall_Area,Roof_Area,Heating_Load,Cooling_Load,Ori_3,Ori_4,Ori_5,GA_0.1,GA_0.25,GA_0.4,GD_1,GD_2,GD_3,GD_4,GD_5
0.64,343.0,220.5,18.48,20.78,False,False,False,False,False,True,False,False,True,False,False
0.64,343.0,220.5,18.71,20.72,True,False,False,False,False,True,False,False,True,False,False
0.64,343.0,220.5,18.48,21.54,False,True,False,False,False,True,False,False,True,False,False
0.64,343.0,220.5,18.46,21.53,False,False,True,False,False,True,False,False,True,False,False
0.62,367.5,220.5,16.47,16.9,False,False,False,False,False,True,False,False,True,False,False
0.62,367.5,220.5,16.35,17.14,True,False,False,False,False,True,False,False,True,False,False
0.62,367.5,220.5,16.55,16.56,False,True,False,False,False,True,False,False,True,False,False
0.62,367.5,220.5,16.74,16.0,False,False,True,False,False,True,False,False,True,False,False
0.74,245.0,220.5,14.37,16.61,False,False,False,False,False,True,False,False,False,True,False
0.74,245.0,220.5,14.48,16.74,True,False,False,False,False,True,False,False,False,True,False
0.74,245.0,220.5,14.32,16.9,False,True,False,False,False,True,False,False,False,True,False
0.74,245.0,220.5,14.44,17.32,False,False,True,False,False,True,False,False,False,True,False
0.71,269.5,220.5,14.6,16.85,False,False,False,False,False,True,False,False,False,True,False
0.71,269.5,220.5,14.7,17.2,True,False,False,False,False,True,False,False,False,True,False
0.71,269.5,220.5,14.47,17.23,False,True,False,False,False,True,False,False,False,True,False
0.71,269.5,220.5,14.66,17.74,False,False,True,False,False,True,False,False,False,True,False
0.69,294.0,220.5,14.54,16.81,False,False,False,False,False,True,False,False,False,True,False
0.69,294.0,220.5,14.62,16.88,True,False,False,False,False,True,False,False,False,True,False
0.69,294.0,220.5,14.53,16.9,False,True,False,False,False,True,False,False,False,True,False
0.69,294.0,220.5,14.71,17.39,False,False,True,False,False,True,False,False,False,True,False
0.66,318.5,220.5,15.34,17.86,False,False,False,False,False,True,False,False,False,True,False
0.66,318.5,220.5,15.29,17.82,True,False,False,False,False,True,False,False,False,True,False
0.66,318.5,220.5,15.09,18.36,False,True,False,False,False,True,False,False,False,True,False
0.66,318.5,220.5,15.3,18.24,False,False,True,False,False,True,False,False,False,True,False
0.64,343.0,220.5,19.06,21.68,False,False,False,False,False,True,False,False,False,True,False
0.64,343.0,220.5,19.13,21.54,True,False,False,False,False,True,False,False,False,True,False
0.64,343.0,220.5,19.0,22.25,False,True,False,False,False,True,False,False,False,True,False
0.64,343.0,220.5,18.84,22.49,False,False,True,False,False,True,False,False,False,True,False
0.62,367.5,220.5,16.44,17.1,False,False,False,False,False,True,False,False,False,True,False
0.62,367.5,220.5,16.9,16.79,True,False,False,False,False,True,False,False,False,True,False
0.62,367.5,220.5,16.94,16.58,False,True,False,False,False,True,False,False,False,True,False
0.62,367.5,220.5,16.77,16.79,False,False,True,False,False,True,False,False,False,True,False
0.74,245.0,220.5,14.41,16.69,False,False,False,False,False,True,False,False,False,False,True
0.74,245.0,220.5,14.19,16.62,True,False,False,False,False,True,False,False,False,False,True
0.74,245.0,220.5,14.17,16.94,False,True,False,False,False,True,False,False,False,False,True
0.74,245.0,220.5,14.39,16.7,False,False,True,False,False,True,False,False,False,False,True
0.71,269.5,220.5,12.43,15.59,False,False,False,False,False,True,False,False,False,False,True
0.71,269.5,220.5,12.63,14.58,True,False,False,False,False,True,False,False,False,False,True
0.71,269.5,220.5,12.76,15.33,False,True,False,False,False,True,False,False,False,False,True
0.71,269.5,220.5,12.42,15.31,False,False,True,False,False,True,False,False,False,False,True
0.69,294.0,220.5,14.12,16.63,False,False,False,False,False,True,False,False,False,False,True
0.69,294.0,220.5,14.28,15.87,True,False,False,False,False,True,False,False,False,False,True
0.69,294.0,220.5,14.37,16.54,False,True,False,False,False,True,False,False,False,False,True
0.69,294.0,220.5,14.21,16.74,False,False,True,False,False,True,False,False,False,False,True
0.66,318.5,220.5,14.96,17.64,False,False,False,False,False,True,False,False,False,False,True
0.66,318.5,220.5,14.92,17.79,True,False,False,False,False,True,False,False,False,False,True
0.66,318.5,220.5,14.92,17.55,False,True,False,False,False,True,False,False,False,False,True
0.66,318.5,220.5,15.16,18.06,False,False,True,False,False,True,False,False,False,False,True
0.64,343.0,220.5,17.69,20.82,False,False,False,False,False,True,False,False,False,False,True
0.64,343.0,220.5,18.19,20.21,True,False,False,False,False,True,False,False,False,False,True
0.64,343.0,220.5,18.16,20.71,False,True,False,False,False,True,False,False,False,False,True
0.64,343.0,220.5,17.88,21.4,False,False,True,False,False,True,False,False,False,False,True
0.62,367.5,220.5,16.54,16.88,False,False,False,False,False,True,False,False,False,False,True
0.62,367.5,220.5,16.44,17.11,True,False,False,False,False,True,False,False,False,False,True
0.62,367.5,220.5,16.48,16.61,False,True,False,False,False,True,False,False,False,False,True
0.62,367.5,220.5,16.64,16.03,False,False,True,False,False,True,False,False,False,False,True
